date (year-month-day),species,trial start hour,trial start min,subject,donor,mouthlickinng start (hours),mouthlicking start (minutes),mouthlicking start (seconds),duration(s)
1/14/12,Desmodus rotundus,7,19,cerce,mina,7,29,41,183
1/14/12,Desmodus rotundus,7,19,cerce,mina,7,34,52,82
1/14/12,Desmodus rotundus,7,19,cerce,veronica,7,37,13,16
1/14/12,Desmodus rotundus,7,19,cerce,bella,7,40,26,38
1/14/12,Desmodus rotundus,7,19,cerce,mina,7,41,8,7
1/14/12,Desmodus rotundus,7,19,cerce,mina,7,41,40,107
1/14/12,Desmodus rotundus,7,19,cerce,mina,7,43,38,67
1/14/12,Desmodus rotundus,7,19,cerce,veronica,7,46,22,17
1/14/12,Desmodus rotundus,7,19,cerce,mina,7,46,45,41
1/14/12,Desmodus rotundus,7,19,cerce,veronica,7,48,11,15
1/14/12,Desmodus rotundus,7,19,cerce,bella,7,56,489,10
1/14/12,Desmodus rotundus,7,19,cerce,bella,7,57,15,30
1/14/12,Desmodus rotundus,7,19,cerce,bella,7,57,55,53
1/14/12,Desmodus rotundus,7,19,cerce,veronica,8,22,25,18
1/14/12,Desmodus rotundus,7,19,cerce,veronica,8,3,50,6
1/14/12,Desmodus rotundus,7,19,cerce,thecount,8,16,24,306
1/14/12,Desmodus rotundus,7,19,cerce,thecount,8,21,58,123
1/14/12,Desmodus rotundus,7,19,cerce,thecount,8,25,29,115
1/14/12,Desmodus rotundus,7,19,cerce,thecount,8,29,6,30
1/14/12,Desmodus rotundus,7,19,cerce,speedster,8,57,16,234
1/14/12,Desmodus rotundus,7,19,cerce,speedster,9,3,22,197
1/14/12,Desmodus rotundus,7,19,cerce,speedster,9,7,10,32
1/14/12,Desmodus rotundus,7,19,cerce,bella,9,15,59,28
1/14/12,Desmodus rotundus,7,19,cerce,bella,9,16,37,75
1/14/12,Desmodus rotundus,7,19,cerce,bella,9,17,54,58
1/14/12,Desmodus rotundus,7,19,cerce,mina,7,22,29,176
1/14/12,Desmodus rotundus,7,19,cerce,veronica,7,21,56,24
1/14/12,Desmodus rotundus,7,19,cerce,veronica,7,21,16,33
1/14/12,Desmodus rotundus,7,19,cerce,veronica,7,26,0,8
1/15/12,Desmodus rotundus,7,4,mina,lucy,7,27,12,8
1/15/12,Desmodus rotundus,7,4,mina,lucy,7,28,32,5
1/15/12,Desmodus rotundus,7,4,mina,dot,7,34,31,11
1/15/12,Desmodus rotundus,7,4,mina,dot,7,34,59,36
1/15/12,Desmodus rotundus,7,4,mina,dot,7,35,38,125
1/15/12,Desmodus rotundus,7,4,mina,veronica,7,38,55,9
1/15/12,Desmodus rotundus,7,4,mina,veronica,7,39,10,22
1/15/12,Desmodus rotundus,7,4,mina,veronica,7,39,38,50
1/15/12,Desmodus rotundus,7,4,mina,veronica,7,40,34,23
1/15/12,Desmodus rotundus,7,4,mina,speedster,7,44,18,57
1/15/12,Desmodus rotundus,7,4,mina,veronica,7,51,38,5
1/15/12,Desmodus rotundus,7,4,mina,veronica,7,51,49,5
1/15/12,Desmodus rotundus,7,4,mina,thecount,8,2,41,29
1/15/12,Desmodus rotundus,7,4,mina,thecount,8,3,22,56
1/15/12,Desmodus rotundus,7,4,mina,thecount,8,4,24,15
1/15/12,Desmodus rotundus,7,4,mina,thecount,8,5,37,79
1/15/12,Desmodus rotundus,7,4,mina,lucy,8,7,57,5
1/15/12,Desmodus rotundus,7,4,mina,veronica,8,13,49,14
1/15/12,Desmodus rotundus,7,4,mina,veronica,8,14,37,107
1/15/12,Desmodus rotundus,7,4,mina,veronica,8,18,28,21
1/15/12,Desmodus rotundus,7,4,mina,lucy,7,21,56,39
1/15/12,Desmodus rotundus,7,4,mina,dot,7,20,19,24
1/15/12,Desmodus rotundus,7,4,mina,dot,7,19,41,15
1/15/12,Desmodus rotundus,7,4,mina,lucy,7,25,33,88
1/16/12,Desmodus rotundus,7,10,speedster,cerce,7,28,58,34
1/16/12,Desmodus rotundus,7,10,speedster,cerce,7,32,37,7
1/16/12,Desmodus rotundus,7,10,speedster,cerce,7,33,27,53
1/16/12,Desmodus rotundus,7,10,speedster,cerce,7,34,38,15
1/16/12,Desmodus rotundus,7,10,speedster,cerce,7,38,20,68
1/16/12,Desmodus rotundus,7,10,speedster,cerce,7,39,36,6
1/16/12,Desmodus rotundus,7,10,speedster,dot,7,44,12,277
1/16/12,Desmodus rotundus,7,10,speedster,dot,7,49,13,20
1/16/12,Desmodus rotundus,7,10,speedster,lucy,7,55,49,94
1/16/12,Desmodus rotundus,7,10,speedster,countess,7,58,37,6
1/16/12,Desmodus rotundus,7,10,speedster,mina,8,1,46,19
1/16/12,Desmodus rotundus,7,10,speedster,mina,8,2,19,20
1/16/12,Desmodus rotundus,7,10,speedster,dot,8,2,44,42
1/16/12,Desmodus rotundus,7,10,speedster,dot,8,4,20,60
1/16/12,Desmodus rotundus,7,10,speedster,dot,8,10,33,26
1/16/12,Desmodus rotundus,7,10,speedster,flapper,8,2,45,70
1/16/12,Desmodus rotundus,7,10,speedster,flapper,8,14,18,37
1/16/12,Desmodus rotundus,7,10,speedster,cerce,8,16,28,40
1/16/12,Desmodus rotundus,7,10,speedster,countess,8,26,7,16
1/16/12,Desmodus rotundus,7,10,speedster,flapper,8,26,49,24
1/16/12,Desmodus rotundus,7,10,speedster,veronica,8,27,40,14
1/16/12,Desmodus rotundus,7,10,speedster,cerce,8,32,20,82
1/16/12,Desmodus rotundus,7,10,speedster,mya,8,40,58,99
1/16/12,Desmodus rotundus,7,10,speedster,mya,8,43,1,31
1/16/12,Desmodus rotundus,7,10,speedster,mya,8,44,31,61
1/16/12,Desmodus rotundus,7,10,speedster,cerce,7,22,54,97
1/16/12,Desmodus rotundus,7,10,speedster,cerce,7,19,26,36
1/16/12,Desmodus rotundus,7,10,speedster,cerce,7,18,3,64
1/16/12,Desmodus rotundus,7,10,speedster,cerce,7,24,50,16
1/17/12,Desmodus rotundus,7,15,flapper,countess,7,35,56,28
1/17/12,Desmodus rotundus,7,15,flapper,countess,7,36,37,7
1/17/12,Desmodus rotundus,7,15,flapper,cerce,7,37,44,28
1/17/12,Desmodus rotundus,7,15,flapper,cerce,7,38,23,19
1/17/12,Desmodus rotundus,7,15,flapper,countess,7,39,15,44
1/17/12,Desmodus rotundus,7,15,flapper,countess,7,41,15,91
1/17/12,Desmodus rotundus,7,15,flapper,countess,7,44,16,22
1/17/12,Desmodus rotundus,7,15,flapper,countess,7,45,7,10
1/17/12,Desmodus rotundus,7,15,flapper,countess,7,46,7,5
1/17/12,Desmodus rotundus,7,15,flapper,countess,7,47,7,5
1/17/12,Desmodus rotundus,7,15,flapper,cerce,7,49,36,47
1/17/12,Desmodus rotundus,7,15,flapper,cerce,7,50,38,46
1/17/12,Desmodus rotundus,7,15,flapper,countess,7,51,26,5
1/17/12,Desmodus rotundus,7,15,flapper,countess,7,52,53,56
1/17/12,Desmodus rotundus,7,15,flapper,lucy,8,1,11,12
1/17/12,Desmodus rotundus,7,15,flapper,gelfing,8,8,50,179
1/17/12,Desmodus rotundus,7,15,flapper,countess,8,19,38,101
1/17/12,Desmodus rotundus,7,15,flapper,countess,8,24,3,60
1/17/12,Desmodus rotundus,7,15,flapper,countess,8,25,51,20
1/17/12,Desmodus rotundus,7,15,flapper,dot,8,29,15,12
1/17/12,Desmodus rotundus,7,15,flapper,mina,8,37,10,129
1/17/12,Desmodus rotundus,7,15,flapper,mina,8,39,41,8
1/17/12,Desmodus rotundus,7,15,flapper,mina,8,40,14,71
1/17/12,Desmodus rotundus,7,15,flapper,mina,8,41,28,32
1/17/12,Desmodus rotundus,7,15,flapper,mina,8,42,34,112
1/17/12,Desmodus rotundus,7,15,flapper,thecount,8,44,41,53
1/17/12,Desmodus rotundus,7,15,flapper,thecount,8,45,41,106
1/17/12,Desmodus rotundus,7,15,flapper,thecount,8,47,41,12
1/17/12,Desmodus rotundus,7,15,flapper,thecount,8,47,58,26
1/17/12,Desmodus rotundus,7,15,flapper,thecount,8,48,31,159
1/17/12,Desmodus rotundus,7,15,flapper,bella,7,32,22,5
1/17/12,Desmodus rotundus,7,15,flapper,countess,7,27,44,38
1/17/12,Desmodus rotundus,7,15,flapper,countess,7,27,28,9
1/17/12,Desmodus rotundus,7,15,flapper,countess,7,32,33,12
1/20/12,Desmodus rotundus,7,32,countess,veronica,7,43,57,23
1/20/12,Desmodus rotundus,7,32,countess,veronica,7,49,45,138
1/20/12,Desmodus rotundus,7,32,countess,flapper,8,3,37,33
1/20/12,Desmodus rotundus,7,32,countess,veronica,8,7,3,82
1/20/12,Desmodus rotundus,7,32,countess,flapper,8,8,47,107
1/20/12,Desmodus rotundus,7,32,countess,flapper,8,10,41,56
1/20/12,Desmodus rotundus,7,32,countess,flapper,8,12,29,58
1/20/12,Desmodus rotundus,7,32,countess,flapper,8,19,44,11
1/20/12,Desmodus rotundus,7,32,countess,flapper,8,28,18,83
1/20/12,Desmodus rotundus,7,32,countess,mina,8,43,20,130
1/20/12,Desmodus rotundus,7,32,countess,mina,8,45,39,65
1/20/12,Desmodus rotundus,7,32,countess,mina,8,47,46,41
1/20/12,Desmodus rotundus,7,32,countess,mina,8,48,33,14
1/20/12,Desmodus rotundus,7,32,countess,veronica,8,49,4,148
1/20/12,Desmodus rotundus,7,32,countess,flapper,8,55,34,18
1/20/12,Desmodus rotundus,7,32,countess,flapper,9,15,52,103
1/20/12,Desmodus rotundus,7,32,countess,cerce,7,40,29,14
1/20/12,Desmodus rotundus,7,32,countess,cerce,7,39,41,10
1/20/12,Desmodus rotundus,7,32,countess,bella,7,35,53,7
1/20/12,Desmodus rotundus,7,32,countess,veronica,7,41,5,146
1/21/12,Desmodus rotundus,7,23,cerce,mya,7,46,7,151
1/21/12,Desmodus rotundus,7,23,cerce,mya,7,48,44,13
1/21/12,Desmodus rotundus,7,23,cerce,mya,7,49,27,31
1/21/12,Desmodus rotundus,7,23,cerce,mya,7,51,5,71
1/21/12,Desmodus rotundus,7,23,cerce,mya,8,8,56,235
1/21/12,Desmodus rotundus,7,23,cerce,speedster,8,13,50,52
1/21/12,Desmodus rotundus,7,23,cerce,speedster,8,15,28,99
1/21/12,Desmodus rotundus,7,23,cerce,speedster,8,17,13,18
1/21/12,Desmodus rotundus,7,23,cerce,bella,8,22,5,67
1/21/12,Desmodus rotundus,7,23,cerce,mina,8,25,1,117
1/21/12,Desmodus rotundus,7,23,cerce,mina,8,29,54,257
1/21/12,Desmodus rotundus,7,23,cerce,veronica,8,50,14,43
1/21/12,Desmodus rotundus,7,23,cerce,veronica,8,52,15,40
1/21/12,Desmodus rotundus,7,23,cerce,veronica,8,55,3,50
1/21/12,Desmodus rotundus,7,23,cerce,mya,7,34,4,371
1/21/12,Desmodus rotundus,7,23,cerce,veronica,7,31,20,68
1/21/12,Desmodus rotundus,7,23,cerce,bella,7,30,11,8
1/21/12,Desmodus rotundus,7,23,cerce,mya,7,41,41,141
1/22/12,Desmodus rotundus,7,19,mina,dot,8,17,33,108
1/22/12,Desmodus rotundus,7,19,mina,veronica,8,43,17,19
1/22/12,Desmodus rotundus,7,19,mina,speedster,8,46,3,6
1/22/12,Desmodus rotundus,7,19,mina,speedster,8,46,16,17
1/22/12,Desmodus rotundus,7,19,mina,speedster,8,46,49,26
1/22/12,Desmodus rotundus,7,19,mina,speedster,8,47,22,6
1/22/12,Desmodus rotundus,7,19,mina,mya,8,53,26,26
1/22/12,Desmodus rotundus,7,19,mina,mya,8,54,4,498
1/22/12,Desmodus rotundus,7,19,mina,mya,9,2,27,25
1/22/12,Desmodus rotundus,7,19,mina,countess,9,5,41,101
1/22/12,Desmodus rotundus,7,19,mina,lucy,7,33,41,7
1/22/12,Desmodus rotundus,7,19,mina,veronica,7,31,12,8
1/22/12,Desmodus rotundus,7,19,mina,veronica,7,28,7,137
1/22/12,Desmodus rotundus,7,19,mina,lucy,7,36,20,90
